base_verb,prefixed_verb,prefix,freq_base,freq_prefixed
iskovati,iziskovati,iz,14,37
voliti,zavoliti,za,38,12
saglasiti,usaglasiti,u,39,28
sporiti,osporiti,o,40,72
blažiti,ublažiti,u,148,131
gati,ugati,u,49,11
ostaviti,izostaviti,iz,1499,32
dograditi,nadograditi,na,22,19
crtati,nacrtati,na,108,62
rastajati,izrastajati,iz,13,10
gađati,nagađati,na,120,16
miti,smiti,s,12,43
živiti,zaživiti,za,19,5
poznati,spoznati,s,59,55
mešati,pomešati,po,428,54
graditi,nagraditi,na,937,88
djesti,odjesti,o,16,9
topiti,natopiti,na,79,8
karakterisati,okarakterisati,o,1060,97
leteti,izleteti,iz,72,10
hvati,pohvati,po,67,26
umrliti,izumrliti,iz,25,27
topiti,pretopiti,pre,79,12
videti,svideti,s,3438,61
posedati,zaposedati,za,11,11
noći,prenoći,pre,11,10
disati,odisati,o,10,24
plaćati,rasplaćati,ras,412,7
davati,pridavati,pri,2641,83
diviti,zadiviti,za,38,21
bojiti,obojiti,o,24,19
rasti,srasti,s,1132,30
lomiti,polomiti,po,39,45
vladati,svladati,s,1978,15
vladati,ovladati,o,1978,220
vući,provući,pro,80,37
rastajati,zarastajati,za,13,10
puštati,popuštati,po,155,50
teći,uteći,u,936,10
nuditi,prinuditi,pri,731,54
oteti,preoteti,pre,148,114
kružiti,okružiti,o,124,67
rušiti,porušiti,po,146,108
masti,umasti,u,6,28
kucati,ukucati,u,22,12
ljutiti,razljutiti,raz,51,24
brisati,izbrisati,iz,96,47
svetiti,osvetiti,o,22,90
viditi,izviditi,iz,69,24
urediti,preurediti,pre,182,41
dirati,prodirati,pro,38,93
okruživati,zaokruživati,za,414,19
kriviti,skriviti,s,63,9
uditi,nauditi,na,33,28
laskati,prelaskati,pre,5,6
poznavati,spoznavati,s,416,35
živiti,preživiti,pre,19,20
grejati,pregrejati,pre,27,10
premati,popremati,po,39,78
ušiti,sušiti,s,62,96
piti,napiti,na,213,16
ganjati,proganjati,pro,21,75
sipati,posipati,po,24,12
krati,ukrati,u,9,76
zvati,prizvati,pri,2737,27
očarati,razočarati,raz,11,50
boliti,razboliti,raz,42,30
goriti,izgoriti,iz,69,21
usmeriti,preusmeriti,pre,190,43
ložiti,razložiti,raz,21,28
trčati,pretrčati,pre,213,24
diti,prediti,pre,224,13
pitati,zapitati,za,232,16
stati,zastati,za,529,45
harati,poharati,po,17,26
mati,bezmati,bez,8,15
bati,ubati,u,5,20
sipati,prosipati,pro,24,12
