base_verb,prefixed_verb,prefix,freq_base,freq_prefixed
dasti,prodasti,pro,1,88
granati,razgranati,raz,13,15
ploviti,zaploviti,za,144,10
dražiti,razdražiti,raz,42,1
sisati,usisati,u,9,3
tumačiti,protumačiti,pro,373,35
mešati,pomešati,po,231,35
smatrati,osmatrati,o,3664,10
stići,pristići,pri,984,58
raziti,zaraziti,za,1,28
arati,razarati,raz,1,11
ostati,izostati,iz,2351,24
pevati,zapevati,za,279,6
putovati,proputovati,pro,425,16
raditi,razraditi,raz,6187,25
kititi,okititi,o,3,36
disati,odisati,o,9,9
traziti,potraziti,po,4,4
masti,umasti,u,1,9
zvati,dozvati,do,1222,3
strugati,prestrugati,pre,1,1
tiskati,potiskati,po,1,3
lakšati,olakšati,o,1,106
porediti,rasporediti,ras,101,58
bati,obati,o,3,5
siti,nasiti,na,66,1
živeti,uživeti,u,4209,4
vrniti,prevrniti,pre,1,3
klanjati,uklanjati,u,7,105
jiti,dojiti,do,1,2
reći,izreći,iz,1294,38
sijati,zasijati,za,21,4
hvatiti,pohvatiti,po,10,37
grešiti,pogrešiti,po,12,13
sedati,zasedati,za,3,20
vesti,svesti,s,28,77
pustiti,prepustiti,pre,81,76
zoviti,nazoviti,na,5,38
slikati,naslikati,na,35,94
travati,pretravati,pre,5,1
tati,protati,pro,8,1
vati,uvati,u,3,23
ponašati,oponašati,o,214,51
premati,popremati,po,22,30
sloviti,usloviti,u,6,58
voditi,prevoditi,pre,2580,222
piti,opiti,o,98,3
vikati,navikati,na,5,8
doviti,izdoviti,iz,1,1
bilježiti,zabilježiti,za,18,22
rastati,prerastati,pre,65,4
slijediti,naslijediti,na,13,17
ponaći,oponaći,o,12,1
primiti,poprimiti,po,560,32
terati,rasterati,ras,35,14
maći,primaći,pri,12,6
miti,umiti,u,4,4
braniti,zabraniti,za,741,105
