base_verb,prefixed_verb,prefix,freq_base,freq_prefixed
obratiti,preobratiti,pre,167,21
ponašati,oponašati,o,142,23
sporiti,usporiti,u,19,51
nuditi,iznuditi,iz,299,10
skakati,preskakati,pre,14,5
nuditi,prinuditi,pri,299,26
leti,poleti,po,118,30
slediti,proslediti,pro,641,32
usmeravati,preusmeravati,pre,65,9
parivati,uparivati,u,13,6
vući,uvući,u,33,17
kačiti,prikačiti,pri,9,6
pucati,upucati,u,108,21
curiti,procuriti,pro,6,6
suditi,dosuditi,do,89,20
čuditi,začuditi,za,15,10
besneti,razbesneti,raz,12,13
padati,zapadati,za,352,12
padati,propadati,pro,352,41
birati,ubirati,u,467,16
riješiti,razriješiti,raz,15,5
voditi,privoditi,pri,3223,11
garantovati,zagarantovati,za,80,5
puštati,popuštati,po,104,17
puštati,upuštati,u,104,20
kopati,pokopati,po,18,10
okružiti,zaokružiti,za,26,16
stavljati,prestavljati,pre,275,8
rasti,izrasti,iz,488,37
leti,doleti,do,118,7
nići,iznići,iz,10,9
uzdati,zauzdati,za,5,5
buditi,pobuditi,po,20,17
luditi,poluditi,po,8,10
roditi,izroditi,iz,521,21
suditi,presuditi,pre,89,16
kolebati,pokolebati,po,13,12
voliti,privoliti,pri,25,14
pati,dopati,do,99,63
rušiti,narušiti,na,72,27
nositi,raznositi,raz,2224,18
šetati,ušetati,u,23,5
doliti,odoliti,o,6,7
plaviti,poplaviti,po,28,18
komplikovati,zakomplikovati,za,18,10
ponaći,oponaći,o,13,6
ploviti,zaploviti,za,219,12
lučiti,izlučiti,iz,45,11
sipati,zasipati,za,11,5
množiti,namnožiti,na,12,6
klatiti,poklatiti,po,6,6
mešati,izmešati,iz,148,9
diviti,zadiviti,za,15,9
hvatiti,pohvatiti,po,12,29
kriviti,okriviti,o,27,13
pustiti,opustiti,o,114,14
biti,prebiti,pre,555207,9
piti,napiti,na,91,8
rađati,porađati,po,111,7
kazivati,zakazivati,za,13,12
goniti,nagoniti,na,49,9
otkriti,razotkriti,raz,985,10
slikati,oslikati,o,45,18
mešati,pomešati,po,148,18
oblikovati,preoblikovati,pre,91,8
paziti,spaziti,s,53,14
padati,popadati,po,352,5
glačati,uglačati,u,5,5
premati,dopremati,do,7,14
jesti,ujesti,u,124,5
pati,popati,po,99,7
moliti,izmoliti,iz,206,13
poznati,raspoznati,ras,57,8
zvati,dozvati,do,1633,5
