base_verb,prefixed_verb,prefix,freq_base,freq_prefixed
propasti,upropasti,u,17,1
maskirati,zamaskirati,za,1,1
ostajati,preostajati,pre,86,2
hladiti,ohladiti,o,1,5
jeći,prijeći,pri,1,1
paziti,opaziti,o,3,1
remeti,poremeti,po,3,2
padnuti,raspadnuti,ras,17,1
stavljati,prestavljati,pre,28,3
gubiti,zagubiti,za,50,1
biti,zabiti,za,49796,1
grejati,zagrejati,za,4,1
leti,proleti,pro,14,1
gasiti,ugasiti,u,4,2
piti,dopiti,do,6,2
pucati,popucati,po,6,1
dopuniti,nadopuniti,na,2,1
lediti,zalediti,za,10,1
leteti,sleteti,s,1,7
iskovati,iziskovati,iz,1,1
leteti,proleteti,pro,1,2
leti,poleti,po,14,1
vući,dovući,do,3,1
leteti,preleteti,pre,1,1
paziti,spaziti,s,3,1
bujati,nabujati,na,3,1
žuriti,požuriti,po,1,1
hladiti,rashladiti,ras,1,1
brojati,ubrojati,u,38,1
služiti,uslužiti,u,146,1
važiti,uvažiti,u,28,1
kositi,pokositi,po,3,1
diti,naditi,na,9,1
grešiti,sgrešiti,s,2,1
desiti,udesiti,u,44,1
niti,preniti,pre,2,1
